5.8383 	INFO 	Loaded monitor calibration from ['2024_08_09 00:53']
9.5819 	EXP 	Created Fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.5877 	EXP 	Created Polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=True, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([-1.    ,  0.0039, -1.    ]), lineColorSpace='rgb', lineRGB=array([-1.    ,  0.0039, -1.    ]), lineWidth=1.0, name='Polygon', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.7276 	EXP 	Sound sound_1 set volume 1.000
9.8534 	EXP 	Created display_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='display_text', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.8682 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8692 	DEBUG 	Uploading Texture Font fontname to graphics card
9.8755 	DEBUG 	Upload of Texture Font fontname complete
9.8970 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9011 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9057 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9094 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9105 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9142 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9167 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9180 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9187 	DEBUG 	Uploading Texture Font fontname to graphics card
9.9202 	DEBUG 	Upload of Texture Font fontname complete
9.9395 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9429 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9520 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9547 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9577 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9583 	DEBUG 	Uploading Texture Font fontname to graphics card
9.9643 	DEBUG 	Upload of Texture Font fontname complete
9.9861 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9910 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9953 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9986 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.9995 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0005 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0051 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0076 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0088 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0099 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.0106 	DEBUG 	Uploading Texture Font fontname to graphics card
10.0121 	DEBUG 	Upload of Texture Font fontname complete
0.0118 	EXP 	textbox: autoLog = True
0.0219 	DEBUG 	Read csv file with pandas: /Users/_reemaaaa_18/Desktop/lab in psy 2024/exp6.0/6.0 - Sheet1.csv
0.0244 	DEBUG 	Clearing unnamed columns from /Users/_reemaaaa_18/Desktop/lab in psy 2024/exp6.0/6.0 - Sheet1.csv
0.0257 	EXP 	Imported /Users/_reemaaaa_18/Desktop/lab in psy 2024/exp6.0/6.0 - Sheet1.csv as conditions, 10 conditions, 3 params
0.0413 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'delay': 0.7, 'freq': 400, 'condition': 'exp', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.0540 	EXP 	Fixation: autoDraw = True
1.0023 	INFO 	Keyboard events cleared
1.0017 	EXP 	Polygon: autoDraw = True
1.0682 	EXP 	Fixation: autoDraw = False
3.9552 	DATA 	Keypress: space
3.9623 	EXP 	Fixation: autoDraw = False
3.9623 	EXP 	Polygon: autoDraw = False
4.6352 	EXP 	Sound sound_1 reached end of file
4.6517 	EXP 	Sound sound_1 started
4.9422 	EXP 	Sound sound_1 stopped
4.9830 	EXP 	display_text: autoDraw = True
4.9830 	EXP 	textbox: autoDraw = True
7.0675 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.0681 	DEBUG 	Uploading Texture Font fontname to graphics card
7.0750 	DEBUG 	Upload of Texture Font fontname complete
7.0760 	DATA 	Keypress: 2
7.4891 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.4897 	DEBUG 	Uploading Texture Font fontname to graphics card
7.4926 	DEBUG 	Upload of Texture Font fontname complete
7.4940 	DATA 	Keypress: 0
7.7461 	DATA 	Keypress: 0
8.0092 	DATA 	Keypress: return
9.3043 	DATA 	Keypress: backspace
10.2767 	DATA 	Mouse: Left button down, pos=(733,209)
10.2916 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'unexp', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
10.3037 	EXP 	display_text: autoDraw = False
10.3037 	EXP 	textbox: autoDraw = False
10.3037 	EXP 	Fixation: autoDraw = True
10.4563 	DATA 	Mouse:  Left button up, pos=(733,209)
11.3032 	INFO 	Keyboard events cleared
11.3025 	EXP 	Polygon: autoDraw = True
11.3189 	EXP 	Fixation: autoDraw = False
11.4136 	DATA 	Keypress: space
11.4213 	EXP 	Fixation: autoDraw = False
11.4213 	EXP 	Polygon: autoDraw = False
11.5032 	EXP 	Sound sound_1 reached end of file
11.5196 	EXP 	Sound sound_1 started
11.8096 	EXP 	Sound sound_1 stopped
11.8332 	EXP 	display_text: autoDraw = True
11.8332 	EXP 	textbox: autoDraw = True
12.9312 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9322 	DEBUG 	Uploading Texture Font fontname to graphics card
12.9357 	DEBUG 	Upload of Texture Font fontname complete
12.9381 	DATA 	Keypress: 4
13.4200 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4209 	DEBUG 	Uploading Texture Font fontname to graphics card
13.4233 	DEBUG 	Upload of Texture Font fontname complete
13.4252 	DATA 	Keypress: 5
14.1516 	DATA 	Mouse: Left button down, pos=(726,153)
14.1636 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'unexp', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
14.1761 	EXP 	display_text: autoDraw = False
14.1761 	EXP 	textbox: autoDraw = False
14.1761 	EXP 	Fixation: autoDraw = True
14.2731 	DATA 	Mouse:  Left button up, pos=(726,153)
14.6766 	DATA 	Keypress: space
15.1621 	INFO 	Keyboard events cleared
15.1613 	EXP 	Polygon: autoDraw = True
15.1767 	EXP 	Fixation: autoDraw = False
15.3110 	DATA 	Keypress: space
15.3202 	EXP 	Fixation: autoDraw = False
15.3202 	EXP 	Polygon: autoDraw = False
15.7033 	EXP 	Sound sound_1 reached end of file
15.7197 	EXP 	Sound sound_1 started
16.0097 	EXP 	Sound sound_1 stopped
16.0337 	EXP 	display_text: autoDraw = True
16.0337 	EXP 	textbox: autoDraw = True
16.6750 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.6761 	DEBUG 	Uploading Texture Font fontname to graphics card
16.6784 	DEBUG 	Upload of Texture Font fontname complete
16.6805 	DATA 	Keypress: 3
16.9561 	DATA 	Keypress: 3
17.4169 	DATA 	Mouse: Left button down, pos=(726,153)
17.4272 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'delay': 0.7, 'freq': 400, 'condition': 'exp', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
17.4379 	EXP 	display_text: autoDraw = False
17.4379 	EXP 	textbox: autoDraw = False
17.4379 	EXP 	Fixation: autoDraw = True
17.5396 	DATA 	Mouse:  Left button up, pos=(726,153)
18.0457 	DATA 	Keypress: space
18.4372 	INFO 	Keyboard events cleared
18.4365 	EXP 	Polygon: autoDraw = True
18.4535 	EXP 	Fixation: autoDraw = False
18.5622 	DATA 	Keypress: space
18.5864 	EXP 	Fixation: autoDraw = False
18.5864 	EXP 	Polygon: autoDraw = False
19.2699 	EXP 	Sound sound_1 reached end of file
19.2863 	EXP 	Sound sound_1 started
19.3590 	DATA 	Keypress: 3
19.5767 	EXP 	Sound sound_1 stopped
19.6001 	EXP 	display_text: autoDraw = True
19.6001 	EXP 	textbox: autoDraw = True
20.3318 	DATA 	Keypress: 3
20.7371 	DATA 	Keypress: 4
21.0916 	DATA 	Keypress: 4
21.8542 	DATA 	Keypress: space
22.5085 	DATA 	Mouse: Left button down, pos=(726,153)
22.5119 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'delay': 0.1, 'freq': 400, 'condition': 'exp', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
22.5221 	EXP 	display_text: autoDraw = False
22.5221 	EXP 	textbox: autoDraw = False
22.5221 	EXP 	Fixation: autoDraw = True
22.6584 	DATA 	Mouse:  Left button up, pos=(726,153)
23.5218 	INFO 	Keyboard events cleared
23.5210 	EXP 	Polygon: autoDraw = True
23.5375 	EXP 	Fixation: autoDraw = False
25.4818 	DATA 	Keypress: space
25.5047 	EXP 	Fixation: autoDraw = False
25.5047 	EXP 	Polygon: autoDraw = False
25.5879 	EXP 	Sound sound_1 reached end of file
25.6043 	EXP 	Sound sound_1 started
25.8934 	EXP 	Sound sound_1 stopped
25.9167 	EXP 	display_text: autoDraw = True
25.9167 	EXP 	textbox: autoDraw = True
26.9543 	DATA 	Keypress: 5
27.4549 	DATA 	Keypress: 0
27.6453 	DATA 	Keypress: 0
28.2405 	DATA 	Mouse: Left button down, pos=(726,153)
28.2522 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'delay': 0.4, 'freq': 400, 'condition': 'exp', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
28.2595 	EXP 	display_text: autoDraw = False
28.2595 	EXP 	textbox: autoDraw = False
28.2595 	EXP 	Fixation: autoDraw = True
28.3755 	DATA 	Mouse:  Left button up, pos=(726,153)
28.7273 	DATA 	Keypress: space
29.1589 	DATA 	Keypress: space
29.2540 	INFO 	Keyboard events cleared
29.2534 	EXP 	Polygon: autoDraw = True
29.2703 	EXP 	Fixation: autoDraw = False
30.2048 	DATA 	Keypress: space
30.2109 	EXP 	Fixation: autoDraw = False
30.2109 	EXP 	Polygon: autoDraw = False
30.5872 	EXP 	Sound sound_1 reached end of file
30.6036 	EXP 	Sound sound_1 started
30.8939 	EXP 	Sound sound_1 stopped
30.9171 	EXP 	display_text: autoDraw = True
30.9171 	EXP 	textbox: autoDraw = True
31.3273 	DATA 	Keypress: 4
31.8469 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
31.8475 	DEBUG 	Uploading Texture Font fontname to graphics card
31.8497 	DEBUG 	Upload of Texture Font fontname complete
31.8515 	DATA 	Keypress: 6
32.6516 	DATA 	Mouse: Left button down, pos=(726,153)
32.6613 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'delay': 0.7, 'freq': 1000, 'condition': 'unexp', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
32.6718 	EXP 	display_text: autoDraw = False
32.6718 	EXP 	textbox: autoDraw = False
32.6718 	EXP 	Fixation: autoDraw = True
32.7916 	DATA 	Mouse:  Left button up, pos=(726,153)
33.4803 	DATA 	Keypress: space
33.6721 	INFO 	Keyboard events cleared
33.6711 	EXP 	Fixation: autoDraw = False
33.6711 	EXP 	Polygon: autoDraw = True
33.8473 	DATA 	Keypress: space
33.8710 	EXP 	Fixation: autoDraw = False
33.8710 	EXP 	Polygon: autoDraw = False
34.5542 	EXP 	Sound sound_1 reached end of file
34.5705 	EXP 	Sound sound_1 started
34.8606 	EXP 	Sound sound_1 stopped
34.8850 	EXP 	display_text: autoDraw = True
34.8850 	EXP 	textbox: autoDraw = True
35.0159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
35.0165 	DEBUG 	Uploading Texture Font fontname to graphics card
35.0183 	DEBUG 	Upload of Texture Font fontname complete
35.0199 	DATA 	Keypress: 1
35.4679 	DATA 	Keypress: 2
36.0011 	DATA 	Keypress: 3
36.1767 	DATA 	Keypress: space
36.8156 	DATA 	Mouse: Left button down, pos=(726,153)
36.8265 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'delay': 0.4, 'freq': 1000, 'condition': 'unexp', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
36.8379 	EXP 	display_text: autoDraw = False
36.8379 	EXP 	textbox: autoDraw = False
36.8379 	EXP 	Fixation: autoDraw = True
36.9436 	DATA 	Mouse:  Left button up, pos=(726,153)
37.3613 	DATA 	Keypress: space
37.7125 	DATA 	Keypress: space
37.8380 	INFO 	Keyboard events cleared
37.8375 	EXP 	Fixation: autoDraw = False
37.8375 	EXP 	Polygon: autoDraw = True
38.3680 	DATA 	Keypress: space
38.3747 	EXP 	Fixation: autoDraw = False
38.3747 	EXP 	Polygon: autoDraw = False
38.7544 	EXP 	Sound sound_1 reached end of file
38.7709 	EXP 	Sound sound_1 started
39.0608 	EXP 	Sound sound_1 stopped
39.0854 	EXP 	display_text: autoDraw = True
39.0854 	EXP 	textbox: autoDraw = True
39.5386 	DATA 	Keypress: 1
39.8301 	DATA 	Keypress: 2
40.3029 	DATA 	Keypress: 3
41.0725 	DATA 	Mouse: Left button down, pos=(726,153)
41.0752 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'delay': 0.1, 'freq': 1000, 'condition': 'unexp', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
41.0882 	EXP 	display_text: autoDraw = False
41.0882 	EXP 	textbox: autoDraw = False
41.0882 	EXP 	Fixation: autoDraw = True
41.2415 	DATA 	Mouse:  Left button up, pos=(726,153)
41.5770 	DATA 	Keypress: space
42.0883 	INFO 	Keyboard events cleared
42.0877 	EXP 	Fixation: autoDraw = False
42.0877 	EXP 	Polygon: autoDraw = True
42.1919 	DATA 	Keypress: space
42.1982 	EXP 	Fixation: autoDraw = False
42.1982 	EXP 	Polygon: autoDraw = False
42.2717 	EXP 	Sound sound_1 reached end of file
42.2881 	EXP 	Sound sound_1 started
42.5777 	EXP 	Sound sound_1 stopped
42.6037 	EXP 	display_text: autoDraw = True
42.6037 	EXP 	textbox: autoDraw = True
42.7965 	DATA 	Keypress: 4
43.1592 	DATA 	Keypress: 5
43.4537 	DATA 	Keypress: 6
43.9753 	DATA 	Mouse: Left button down, pos=(726,153)
43.9784 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'delay': 0.1, 'freq': 400, 'condition': 'exp', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
43.9892 	EXP 	display_text: autoDraw = False
43.9892 	EXP 	textbox: autoDraw = False
43.9892 	EXP 	Fixation: autoDraw = True
44.1275 	DATA 	Mouse:  Left button up, pos=(726,153)
44.5624 	DATA 	Keypress: space
44.9796 	DATA 	Keypress: space
44.9902 	INFO 	Keyboard events cleared
44.9894 	EXP 	Fixation: autoDraw = False
44.9894 	EXP 	Polygon: autoDraw = True
45.9802 	DATA 	Keypress: space
45.9892 	EXP 	Fixation: autoDraw = False
45.9892 	EXP 	Polygon: autoDraw = False
46.0716 	EXP 	Sound sound_1 reached end of file
46.0880 	EXP 	Sound sound_1 started
46.3783 	EXP 	Sound sound_1 stopped
46.4033 	EXP 	display_text: autoDraw = True
46.4033 	EXP 	textbox: autoDraw = True
46.4735 	DATA 	Keypress: 3
47.3033 	DATA 	Keypress: 0
47.5007 	DATA 	Keypress: 0
47.9884 	DATA 	Mouse: Left button down, pos=(726,153)
47.9996 	EXP 	New trial (rep=1, index=0): <Trial 10 (0 in rep 1) data={'delay': 0.1, 'freq': 1000, 'condition': 'unexp', 'thisN': 10, 'thisTrialN': 0, 'thisRepN': 1}>
48.0092 	EXP 	display_text: autoDraw = False
48.0092 	EXP 	textbox: autoDraw = False
48.0092 	EXP 	Fixation: autoDraw = True
48.1274 	DATA 	Mouse:  Left button up, pos=(726,153)
48.6103 	DATA 	Keypress: space
49.0054 	INFO 	Keyboard events cleared
49.0049 	EXP 	Polygon: autoDraw = True
49.0221 	EXP 	Fixation: autoDraw = False
49.0826 	DATA 	Keypress: space
49.0909 	EXP 	Fixation: autoDraw = False
49.0909 	EXP 	Polygon: autoDraw = False
49.1623 	EXP 	Sound sound_1 reached end of file
49.1788 	EXP 	Sound sound_1 started
49.4786 	EXP 	Sound sound_1 stopped
49.5028 	EXP 	display_text: autoDraw = True
49.5028 	EXP 	textbox: autoDraw = True
49.8426 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
49.8433 	DEBUG 	Uploading Texture Font fontname to graphics card
49.8454 	DEBUG 	Upload of Texture Font fontname complete
49.8470 	DATA 	Keypress: 7
50.2556 	DATA 	Keypress: 0
50.9552 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
50.9558 	DEBUG 	Uploading Texture Font fontname to graphics card
50.9579 	DEBUG 	Upload of Texture Font fontname complete
50.9597 	DATA 	Keypress: 8
51.8990 	DATA 	Mouse: Left button down, pos=(726,153)
51.9104 	EXP 	New trial (rep=1, index=1): <Trial 11 (1 in rep 1) data={'delay': 0.7, 'freq': 1000, 'condition': 'unexp', 'thisN': 11, 'thisTrialN': 1, 'thisRepN': 1}>
51.9228 	EXP 	display_text: autoDraw = False
51.9228 	EXP 	textbox: autoDraw = False
51.9228 	EXP 	Fixation: autoDraw = True
52.0089 	DATA 	Mouse:  Left button up, pos=(726,153)
52.2816 	DATA 	Keypress: space
52.7617 	DATA 	Keypress: space
52.9224 	INFO 	Keyboard events cleared
52.9218 	EXP 	Fixation: autoDraw = False
52.9218 	EXP 	Polygon: autoDraw = True
53.3303 	DATA 	Keypress: space
53.3397 	EXP 	Fixation: autoDraw = False
53.3397 	EXP 	Polygon: autoDraw = False
53.9788 	DATA 	Keypress: 4
54.0226 	EXP 	Sound sound_1 reached end of file
54.0391 	EXP 	Sound sound_1 started
54.1927 	DATA 	Keypress: 5
54.3298 	EXP 	Sound sound_1 stopped
54.3604 	EXP 	display_text: autoDraw = True
54.3604 	EXP 	textbox: autoDraw = True
55.8123 	DATA 	Keypress: 6
56.0173 	DATA 	Keypress: 6
56.6433 	DATA 	Mouse: Left button down, pos=(726,153)
56.6459 	EXP 	New trial (rep=1, index=2): <Trial 12 (2 in rep 1) data={'delay': 0.4, 'freq': 1000, 'condition': 'unexp', 'thisN': 12, 'thisTrialN': 2, 'thisRepN': 1}>
56.6559 	EXP 	display_text: autoDraw = False
56.6559 	EXP 	textbox: autoDraw = False
56.6559 	EXP 	Fixation: autoDraw = True
56.7940 	DATA 	Mouse:  Left button up, pos=(726,153)
57.1134 	DATA 	Keypress: space
57.4777 	DATA 	Keypress: space
57.6563 	INFO 	Keyboard events cleared
57.6556 	EXP 	Fixation: autoDraw = False
57.6556 	EXP 	Polygon: autoDraw = True
58.6504 	DATA 	Keypress: space
58.6577 	EXP 	Fixation: autoDraw = False
58.6577 	EXP 	Polygon: autoDraw = False
59.0394 	EXP 	Sound sound_1 reached end of file
59.0558 	EXP 	Sound sound_1 started
59.3456 	EXP 	Sound sound_1 stopped
59.3703 	EXP 	display_text: autoDraw = True
59.3703 	EXP 	textbox: autoDraw = True
59.7828 	DATA 	Keypress: 4
60.0077 	DATA 	Keypress: 4
60.2272 	DATA 	Keypress: 4
60.5698 	DATA 	Keypress: space
61.1592 	DATA 	Mouse: Left button down, pos=(726,153)
61.1603 	DATA 	Mouse:  Left button up, pos=(726,153)
61.5259 	DATA 	Mouse: Left button down, pos=(726,153)
61.5270 	DATA 	Mouse:  Left button up, pos=(726,153)
61.7283 	DATA 	Mouse: Left button down, pos=(726,153)
61.7399 	EXP 	New trial (rep=1, index=3): <Trial 13 (3 in rep 1) data={'delay': 0.1, 'freq': 1000, 'condition': 'unexp', 'thisN': 13, 'thisTrialN': 3, 'thisRepN': 1}>
61.7475 	EXP 	display_text: autoDraw = False
61.7475 	EXP 	textbox: autoDraw = False
61.7475 	EXP 	Fixation: autoDraw = True
61.8942 	DATA 	Mouse:  Left button up, pos=(726,153)
62.3118 	DATA 	Mouse: Left button down, pos=(726,153)
62.3275 	DATA 	Mouse:  Left button up, pos=(726,153)
62.5800 	DATA 	Keypress: space
62.7407 	INFO 	Keyboard events cleared
62.7399 	EXP 	Polygon: autoDraw = True
62.7561 	EXP 	Fixation: autoDraw = False
62.9806 	DATA 	Keypress: space
62.9893 	EXP 	Fixation: autoDraw = False
62.9893 	EXP 	Polygon: autoDraw = False
63.0730 	EXP 	Sound sound_1 reached end of file
63.0893 	EXP 	Sound sound_1 started
63.3798 	EXP 	Sound sound_1 stopped
63.4061 	EXP 	display_text: autoDraw = True
63.4061 	EXP 	textbox: autoDraw = True
63.6903 	DATA 	Keypress: 3
63.9776 	DATA 	Keypress: 4
64.2871 	DATA 	Keypress: 5
64.6110 	DATA 	Mouse: Left button down, pos=(726,153)
64.6141 	EXP 	New trial (rep=1, index=4): <Trial 14 (4 in rep 1) data={'delay': 0.4, 'freq': 1000, 'condition': 'unexp', 'thisN': 14, 'thisTrialN': 4, 'thisRepN': 1}>
64.6240 	EXP 	display_text: autoDraw = False
64.6240 	EXP 	textbox: autoDraw = False
64.6240 	EXP 	Fixation: autoDraw = True
64.7431 	DATA 	Mouse:  Left button up, pos=(726,153)
65.0962 	DATA 	Keypress: space
65.6235 	INFO 	Keyboard events cleared
65.6228 	EXP 	Fixation: autoDraw = False
65.6228 	EXP 	Polygon: autoDraw = True
65.9482 	DATA 	Keypress: space
65.9735 	EXP 	Fixation: autoDraw = False
65.9735 	EXP 	Polygon: autoDraw = False
66.3564 	EXP 	Sound sound_1 reached end of file
66.3729 	EXP 	Sound sound_1 started
66.6628 	EXP 	Sound sound_1 stopped
66.6950 	EXP 	display_text: autoDraw = True
66.6950 	EXP 	textbox: autoDraw = True
66.8044 	DATA 	Keypress: 4
67.0698 	DATA 	Keypress: 5
67.3632 	DATA 	Keypress: 6
67.6795 	DATA 	Mouse: Left button down, pos=(726,153)
67.6925 	EXP 	New trial (rep=1, index=5): <Trial 15 (5 in rep 1) data={'delay': 0.7, 'freq': 400, 'condition': 'exp', 'thisN': 15, 'thisTrialN': 5, 'thisRepN': 1}>
